Altura,Latitud,Longitud
7852,-79.9647060435,25.9924016542
7851,-79.9674424135,25.9865058161
7850,-79.9701780438,25.980610625
7849,-79.9729129345,25.974716081
7848,-79.975647086,25.9688221842
7847,-79.9783804983,25.9629289344
7846,-79.9811131717,25.9570363317
7845,-79.9838451063,25.9511443761
7844,-79.9865763024,25.9452530676
7843,-79.98930676,25.9393624061
7842,-79.9920364795,25.9334723917
7841,-79.994765461,25.9275830243
7840,-79.9974937046,25.921694304
7839,-80.0002212107,25.9158062307
7838,-80.0029479793,25.9099188045
7837,-80.0056740106,25.9040320253
7836,-80.0083993049,25.8981458931
7835,-80.0111238623,25.8922604079
7834,-80.013847683,25.8863755697
7833,-80.0165707672,25.8804913785
7832,-80.0192931151,25.8746078344
7831,-80.0220147269,25.8687249372
7830,-80.0247356028,25.862842687
7829,-80.0274557429,25.8569610838
7828,-80.0301751474,25.8510801276
7827,-80.0328938166,25.8451998183
7826,-80.0356117506,25.839320156
7825,-80.0383289496,25.8334411406
7824,-80.0410454138,25.8275627722
7823,-80.0437611434,25.8216850508
7822,-80.0464761385,25.8158079762
7821,-80.0491903994,25.8099315487
7820,-80.0519039262,25.804055768
7819,-80.0546167192,25.7981806343
7818,-80.0573287785,25.7923061474
7817,-80.0600401043,25.7864323075
7816,-80.0627506968,25.7805591145
7815,-80.0654605561,25.7746865684
7814,-80.0681696826,25.7688146691
7813,-80.0708780763,25.7629434168
7812,-80.0735857374,25.7570728113
7811,-80.0762926662,25.7512028527
7810,-80.0789988628,25.745333541
7809,-80.0817043274,25.7394648761
7808,-80.0844090602,25.7335968581
7807,-80.0871130614,25.7277294869
7806,-80.0898163311,25.7218627626
7805,-80.0925188696,25.7159966851
7804,-80.095220677,25.7101312545
7803,-80.0979217536,25.7042664706
7802,-80.1006220995,25.6984023336
7801,-80.1033217149,25.6925388434
7800,-80.1060206,25.686676
7799,-80.108718755,25.6808138034
7798,-80.11141618,25.6749522536
7797,-80.1141128753,25.6690913506
7796,-80.116808841,25.6632310943
7795,-80.1195040774,25.6573714849
7794,-80.1221985846,25.6515125222
7793,-80.1248923628,25.6456542063
7792,-80.1275854121,25.6397965371
7791,-80.1302777329,25.6339395147
7790,-80.1329693252,25.628083139
7789,-80.1356601893,25.6222274101
7788,-80.1383503253,25.6163723279
7787,-80.1410397334,25.6105178924
7786,-80.1437284138,25.6046641037
7785,-80.1464163667,25.5988109616
7784,-80.1491035924,25.5929584663
7783,-80.1517900909,25.5871066177
7782,-80.1544758624,25.5812554158
7781,-80.1571609072,25.5754048605
7780,-80.1598452254,25.569554952
7779,-80.1625288173,25.5637056901
7778,-80.1652116829,25.557857075
7777,-80.1678938226,25.5520091064
7776,-80.1705752364,25.5461617846
7775,-80.1732559246,25.5403151094
7774,-80.1759358874,25.5344690808
7773,-80.1786151248,25.5286236989
7772,-80.1812936372,25.5227789636
7771,-80.1839714248,25.516934875
7770,-80.1866484876,25.511091433
7769,-80.1893248259,25.5052486376
7768,-80.1920004399,25.4994064888
7767,-80.1946753297,25.4935649867
7766,-80.1973494956,25.4877241311
7765,-80.2000229377,25.4818839221
7764,-80.2026956562,25.4760443597
7763,-80.2053676514,25.4702054439
7762,-80.2080389233,25.4643671747
7761,-80.2107094722,25.4585295521
7760,-80.2133792982,25.452692576
7759,-80.2160484016,25.4468562465
7758,-80.2187167826,25.4410205635
7757,-80.2213844413,25.4351855271
7756,-80.2240513778,25.4293511372
7755,-80.2267175925,25.4235173939
7754,-80.2293830854,25.4176842971
7753,-80.2320478569,25.4118518468
7752,-80.2347119069,25.406020043
7751,-80.2373752358,25.4001888858
7750,-80.2400378437,25.394358375
7749,-80.2426997309,25.3885285107
7748,-80.2453608974,25.382699293
7747,-80.2480213435,25.3768707217
7746,-80.2506810694,25.3710427969
7745,-80.2533400752,25.3652155186
7744,-80.2559983612,25.3593888868
7743,-80.2586559275,25.3535629014
7742,-80.2613127743,25.3477375625
7741,-80.2639689018,25.34191287
7740,-80.2666243102,25.336088824
7739,-80.2692789997,25.3302654244
7738,-80.2719329704,25.3244426713
7737,-80.2745862226,25.3186205646
7736,-80.2772387564,25.3127991043
7735,-80.2798905719,25.3069782904
7734,-80.2825416695,25.3011581229
7733,-80.2851920493,25.2953386018
7732,-80.2878417115,25.2895197272
7731,-80.2904906562,25.2837014989
7730,-80.2931388836,25.277883917
7729,-80.295786394,25.2720669815
7728,-80.2984331874,25.2662506924
7727,-80.3010792642,25.2604350496
7726,-80.3037246244,25.2546200532
7725,-80.3063692684,25.2488057031
7724,-80.3090131961,25.2429919994
7723,-80.3116564079,25.2371789421
7722,-80.314298904,25.231366531
7721,-80.3169406844,25.2255547664
7720,-80.3195817494,25.219743648
7719,-80.3222220993,25.213933176
7718,-80.324861734,25.2081233502
7717,-80.327500654,25.2023141708
7716,-80.3301388592,25.1965056377
7715,-80.33277635,25.1906977509
7714,-80.3354131265,25.1848905103
7713,-80.3380491889,25.1790839161
7712,-80.3406845373,25.1732779681
7711,-80.343319172,25.1674726664
7710,-80.3459530932,25.161668011
7709,-80.348586301,25.1558640018
7708,-80.3512187956,25.1500606389
7707,-80.3538505772,25.1442579222
7706,-80.356481646,25.1384558518
7705,-80.3591120021,25.1326544276
7704,-80.3617416459,25.1268536497
7703,-80.3643705773,25.1210535179
7702,-80.3669987967,25.1152540324
7701,-80.3696263042,25.1094551931
7700,-80.3722531,25.103657
7699,-80.3748791843,25.0978594531
7698,-80.3775045572,25.0920625524
7697,-80.380129219,25.0862662979
7696,-80.3827531698,25.0804706895
7695,-80.3853764098,25.0746757274
7694,-80.3879989393,25.0688814114
7693,-80.3906207583,25.0630877416
7692,-80.3932418671,25.0572947179
7691,-80.3958622659,25.0515023404
7690,-80.3984819548,25.045710609
7689,-80.401100934,25.0399195238
7688,-80.4037192038,25.0341290847
7687,-80.4063367642,25.0283392917
7686,-80.4089536155,25.0225501449
7685,-80.4115697579,25.0167616441
7684,-80.4141851915,25.0109737895
7683,-80.4167999166,25.005186581
7682,-80.4194139333,24.9994000186
7681,-80.4220272418,24.9936141022
7680,-80.4246398422,24.987828832
7679,-80.4272517349,24.9820442078
7678,-80.4298629199,24.9762602298
7677,-80.4324733974,24.9704768977
7676,-80.4350831677,24.9646942118
7675,-80.4376922309,24.9589121719
7674,-80.4403005871,24.953130778
7673,-80.4429082367,24.9473500302
7672,-80.4455151797,24.9415699284
7671,-80.4481214163,24.9357904727
7670,-80.4507269468,24.930011663
7669,-80.4533317713,24.9242334993
7668,-80.45593589,24.9184559816
7667,-80.458539303,24.91267911
7666,-80.4611420107,24.9069028843
7665,-80.463744013,24.9011273046
7664,-80.4663453104,24.8953523709
7663,-80.4689459028,24.8895780832
7662,-80.4715457905,24.8838044415
7661,-80.4741449738,24.8780314458
7660,-80.4767434526,24.872259096
7659,-80.4793412274,24.8664873922
7658,-80.4819382982,24.8607163343
7657,-80.4845346652,24.8549459224
7656,-80.4871303286,24.8491761564
7655,-80.4897252885,24.8434070364
7654,-80.4923195453,24.8376385623
7653,-80.494913099,24.8318707341
7652,-80.4975059499,24.8261035518
7651,-80.5000980981,24.8203370155
7650,-80.5026895438,24.814571125
7649,-80.5052802871,24.8088058804
7648,-80.5078703284,24.8030412818
7647,-80.5104596677,24.797277329
7646,-80.5130483052,24.7915140221
7645,-80.5156362412,24.7857513611
7644,-80.5182234758,24.779989346
7643,-80.5208100091,24.7742279767
7642,-80.5233958415,24.7684672533
7641,-80.525980973,24.7627071757
7640,-80.5285654038,24.756947744
7639,-80.5311491342,24.7511889581
7638,-80.5337321643,24.7454308181
7637,-80.5363144943,24.7396733239
7636,-80.5388961243,24.7339164755
7635,-80.5414770546,24.7281602729
7634,-80.5440572853,24.7224047161
7633,-80.5466368167,24.7166498051
7632,-80.5492156489,24.71089554
7631,-80.5517937821,24.7051419206
7630,-80.5543712164,24.699388947
7629,-80.5569479521,24.6936366192
7628,-80.5595239893,24.6878849372
7627,-80.5620993283,24.6821339009
7626,-80.5646739692,24.6763835104
7625,-80.5672479121,24.6706337656
7624,-80.5698211573,24.6648846666
7623,-80.572393705,24.6591362134
7622,-80.5749655553,24.6533884058
7621,-80.5775367085,24.6476412441
7620,-80.5801071646,24.641894728
7619,-80.582676924,24.6361488577
7618,-80.5852459867,24.630403633
7617,-80.5878143529,24.6246590541
7616,-80.5903820229,24.6189151209
7615,-80.5929489968,24.6131718334
7614,-80.5955152749,24.6074291915
7613,-80.5980808572,24.6016871954
7612,-80.6006457439,24.5959458449
7611,-80.6032099353,24.5902051401
7610,-80.6057734316,24.584465081
7609,-80.6083362329,24.5787256675
7608,-80.6108983393,24.5729868997
7607,-80.6134597512,24.5672487775
7606,-80.6160204686,24.561511301
7605,-80.6185804917,24.5557744701
7604,-80.6211398208,24.5500382849
7603,-80.623698456,24.5443027452
7602,-80.6262563974,24.5385678512
7601,-80.6288136454,24.5328336028
7600,-80.6313702,24.5271
7599,-80.6339260615,24.5213670428
7598,-80.6364812299,24.5156347312
7597,-80.6390357056,24.5099030652
7596,-80.6415894887,24.5041720447
7595,-80.6441425793,24.4984416699
7594,-80.6466949777,24.4927119406
7593,-80.649246684,24.4869828569
7592,-80.6517976984,24.4812544187
7591,-80.6543480212,24.4755266261
7590,-80.6568976524,24.469799479
7589,-80.6594465923,24.4640729775
7588,-80.661994841,24.4583471215
7587,-80.6645423987,24.452621911
7586,-80.6670892657,24.4468973461
7585,-80.669635442,24.4411734266
7584,-80.672180928,24.4354501527
7583,-80.6747257237,24.4297275243
7582,-80.6772698293,24.4240055414
7581,-80.679813245,24.4182842039
7580,-80.682355971,24.412563512
7579,-80.6848980076,24.4068434655
7578,-80.6874393547,24.4011240646
7577,-80.6899800128,24.395405309
7576,-80.6925199818,24.389687199
7575,-80.6950592621,24.3839697344
7574,-80.6975978538,24.3782529152
7573,-80.700135757,24.3725367415
7572,-80.702672972,24.3668212132
7571,-80.7052094989,24.3611063304
7570,-80.707745338,24.355392093
7569,-80.7102804893,24.349678501
7568,-80.7128149532,24.3439655544
7567,-80.7153487297,24.3382532533
7566,-80.717881819,24.3325415975
7565,-80.7204142214,24.3268305871
7564,-80.722945937,24.3211202221
7563,-80.725476966,24.3154105025
7562,-80.7280073085,24.3097014283
7561,-80.7305369648,24.3039929995
7560,-80.733065935,24.298285216
7559,-80.7355942194,24.2925780779
7558,-80.738121818,24.2868715851
7557,-80.7406487312,24.2811657377
7556,-80.743174959,24.2754605356
7555,-80.7457005016,24.2697559789
7554,-80.7482253593,24.2640520675
7553,-80.7507495321,24.2583488014
7552,-80.7532730204,24.2526461806
7551,-80.7557958242,24.2469442052
7550,-80.7583179437,24.241242875
7549,-80.7608393792,24.2355421901
7548,-80.7633601309,24.2298421506
7547,-80.7658801987,24.2241427563
7546,-80.7683995831,24.2184440073
7545,-80.7709182841,24.2127459036
7544,-80.773436302,24.2070484452
7543,-80.7759536369,24.201351632
7542,-80.778470289,24.1956554641
7541,-80.7809862584,24.1899599414
7540,-80.7835015454,24.184265064
7539,-80.7860161502,24.1785708318
7538,-80.7885300729,24.1728772449
7537,-80.7910433137,24.1671843032
7536,-80.7935558727,24.1614920067
7535,-80.7960677502,24.1558003554
7534,-80.7985789464,24.1501093493
7533,-80.8010894614,24.1444189884
7532,-80.8035992954,24.1387292728
7531,-80.8061084486,24.1330402023
7530,-80.8086169212,24.127351777
7529,-80.8111247133,24.1216639969
7528,-80.8136318251,24.115976862
7527,-80.8161382569,24.1102903722
7526,-80.8186440087,24.1046045276
7525,-80.8211490809,24.0989193281
7524,-80.8236534734,24.0932347738
7523,-80.8261571866,24.0875508647
7522,-80.8286602206,24.0818676006
7521,-80.8311625757,24.0761849818
7520,-80.8336642518,24.070503008
7519,-80.8361652494,24.0648216794
7518,-80.8386655685,24.0591409958
7517,-80.8411652092,24.0534609574
7516,-80.8436641719,24.0477815641
7515,-80.8461624567,24.0421028159
7514,-80.8486600637,24.0364247127
7513,-80.8511569932,24.0307472547
7512,-80.8536532453,24.0250704417
7511,-80.8561488201,24.0193942738
7510,-80.858643718,24.013718751
7509,-80.861137939,24.0080438732
7508,-80.8636314834,24.0023696405
7507,-80.8661243512,23.9966960528
7506,-80.8686165428,23.9910231102
7505,-80.8711080582,23.9853508126
7504,-80.8735988978,23.9796791601
7503,-80.8760890615,23.9740081525
7502,-80.8785785497,23.96833779
7501,-80.8810673624,23.9626680725
7500,-80.8835555,23.956999
7499,-80.8860429625,23.9513305725
7498,-80.8885297502,23.94566279
7497,-80.8910158631,23.9399956525
7496,-80.8935013016,23.9343291599
7495,-80.8959860657,23.9286633124
7494,-80.8984701558,23.9229981098
7493,-80.9009535718,23.9173335522
7492,-80.9034363141,23.9116696395
7491,-80.9059183827,23.9060063718
7490,-80.908399778,23.900343749
7489,-80.9108805,23.8946817712
7488,-80.9133605489,23.8890204383
7487,-80.915839925,23.8833597503
7486,-80.9183186284,23.8776997073
7485,-80.9207966592,23.8720403091
7484,-80.9232740177,23.8663815559
7483,-80.925750704,23.8607234476
7482,-80.9282267184,23.8550659842
7481,-80.9307020609,23.8494091656
7480,-80.9331767318,23.843752992
7479,-80.9356507313,23.8380974632
7478,-80.9381240595,23.8324425794
7477,-80.9405967167,23.8267883403
7476,-80.9430687029,23.8211347462
7475,-80.9455400184,23.8154817969
7474,-80.9480106633,23.8098294924
7473,-80.9504806379,23.8041778328
7472,-80.9529499423,23.798526818
7471,-80.9554185766,23.7928764481
7470,-80.9578865412,23.787226723
7469,-80.9603538361,23.7815776427
7468,-80.9628204615,23.7759292072
7467,-80.9652864176,23.7702814166
7466,-80.9677517047,23.7646342707
7465,-80.9702163228,23.7589877696
7464,-80.9726802721,23.7533419133
7463,-80.9751435528,23.7476967018
7462,-80.9776061652,23.7420521351
7461,-80.9800681093,23.7364082132
7460,-80.9825293854,23.730764936
7459,-80.9849899937,23.7251223036
7458,-80.9874499343,23.7194803159
7457,-80.9899092073,23.713838973
7456,-80.9923678131,23.7081982748
7455,-80.9948257517,23.7025582214
7454,-80.9972830233,23.6969188127
7453,-80.9997396281,23.6912800487
7452,-81.0021955664,23.6856419294
7451,-81.0046508382,23.6800044549
7450,-81.0071054438,23.674367625
7449,-81.0095593832,23.6687314398
7448,-81.0120126569,23.6630958994
7447,-81.0144652647,23.6574610036
7446,-81.0169172071,23.6518267525
7445,-81.0193684841,23.6461931461
7444,-81.0218190959,23.6405601844
7443,-81.0242690428,23.6349278673
7442,-81.0267183248,23.6292961949
7441,-81.0291669421,23.6236651671
7440,-81.031614895,23.618034784
7439,-81.0340621837,23.6124050455
7438,-81.0365088082,23.6067759517
7437,-81.0389547688,23.6011475025
7436,-81.0414000656,23.5955196979
7435,-81.0438446989,23.5898925379
7434,-81.0462886688,23.5842660225
7433,-81.0487319755,23.5786401517
7432,-81.0511746191,23.5730149256
7431,-81.0536165999,23.567390344
7430,-81.056057918,23.561766407
7429,-81.0584985736,23.5561431146
7428,-81.0609385669,23.5505204668
7427,-81.063377898,23.5448984635
7426,-81.0658165672,23.5392771048
7425,-81.0682545746,23.5336563906
7424,-81.0706919204,23.528036321
7423,-81.0731286048,23.522416896
7422,-81.0755646279,23.5167981154
7421,-81.0779999899,23.5111799795
7420,-81.080434691,23.505562488
7419,-81.0828687315,23.4999456411
7418,-81.0853021114,23.4943294386
7417,-81.0877348309,23.4887138807
7416,-81.0901668902,23.4830989673
7415,-81.0925982896,23.4774846984
7414,-81.0950290291,23.4718710739
7413,-81.0974591089,23.466258094
7412,-81.0998885293,23.4606457585
7411,-81.1023172904,23.4550340675
7410,-81.1047453924,23.449423021
7409,-81.1071728354,23.4438126189
7408,-81.1095996197,23.4382028613
7407,-81.1120257454,23.4325937481
7406,-81.1144512127,23.4269852794
7405,-81.1168760218,23.4213774551
7404,-81.1193001728,23.4157702753
7403,-81.121723666,23.4101637398
7402,-81.1241465014,23.4045578488
7401,-81.1265686794,23.3989526022
7400,-81.1289902,23.393348
7399,-81.1314110634,23.3877440422
7398,-81.1338312699,23.3821407288
7397,-81.1362508196,23.3765380598
7396,-81.1386697126,23.3709360351
7395,-81.1410879492,23.3653346549
7394,-81.1435055295,23.359733919
7393,-81.1459224537,23.3541338275
7392,-81.148338722,23.3485343803
7391,-81.1507543346,23.3429355775
7390,-81.1531692916,23.337337419
7389,-81.1555835932,23.3317399049
7388,-81.1579972396,23.3261430351
7387,-81.160410231,23.3205468096
7386,-81.1628225675,23.3149512285
7385,-81.1652342493,23.3093562916
7384,-81.1676452767,23.3037619991
7383,-81.1700556497,23.2981683509
7382,-81.1724653686,23.292575347
7381,-81.1748744335,23.2869829873
7380,-81.1772828446,23.281391272
7379,-81.1796906021,23.2758002009
7378,-81.1820977062,23.2702097742
7377,-81.184504157,23.2646199916
7376,-81.1869099548,23.2590308534
7375,-81.1893150996,23.2534423594
7374,-81.1917195917,23.2478545096
7373,-81.1941234312,23.2422673041
7372,-81.1965266184,23.2366807428
7371,-81.1989291534,23.2310948258
7370,-81.2013310364,23.225509553
7369,-81.2037322675,23.2199249244
7368,-81.2061328469,23.21434094
7367,-81.2085327749,23.2087575999
7366,-81.2109320516,23.2031749039
7365,-81.2133306771,23.1975928521
7364,-81.2157286516,23.1920114445
7363,-81.2181259754,23.1864306811
7362,-81.2205226486,23.1808505619
7361,-81.2229186713,23.1752710869
7360,-81.2253140438,23.169692256
7359,-81.2277087662,23.1641140693
7358,-81.2301028387,23.1585365267
7357,-81.2324962615,23.1529596283
7356,-81.2348890348,23.147383374
7355,-81.2372811587,23.1418077639
7354,-81.2396726334,23.1362327979
7353,-81.242063459,23.130658476
7352,-81.2444536359,23.1250847982
7351,-81.246843164,23.1195117646
7350,-81.2492320437,23.113939375
7349,-81.2516202751,23.1083676296
7348,-81.2540078583,23.1027965282
7347,-81.2563947936,23.0972260709
7346,-81.2587810811,23.0916562577
7345,-81.261166721,23.0860870886
7344,-81.2635517135,23.0805185636
7343,-81.2659360587,23.0749506826
7342,-81.2683197568,23.0693834457
7341,-81.2707028081,23.0638168528
7340,-81.2730852126,23.058250904
7339,-81.2754669706,23.0526855992
7338,-81.2778480822,23.0471209385
7337,-81.2802285476,23.0415569218
7336,-81.282608367,23.0359935491
7335,-81.2849875405,23.0304308204
7334,-81.2873660684,23.0248687357
7333,-81.2897439508,23.019307295
7332,-81.2921211878,23.0137464984
7331,-81.2944977798,23.0081863457
7330,-81.2968737267,23.002626837
7329,-81.2992490289,22.9970679723
7328,-81.3016236865,22.9915097516
7327,-81.3039976996,22.9859521748
7326,-81.3063710685,22.980395242
7325,-81.3087437933,22.9748389531
7324,-81.3111158742,22.9692833082
7323,-81.3134873114,22.9637283073
7322,-81.315858105,22.9581739502
7321,-81.3182282552,22.9526202372
7320,-81.3205977622,22.947067168
7319,-81.3229666262,22.9415147428
7318,-81.3253348473,22.9359629614
7317,-81.3277024258,22.930411824
7316,-81.3300693617,22.9248613305
7315,-81.3324356554,22.9193114809
7314,-81.3348013068,22.9137622751
7313,-81.3371663163,22.9082137133
7312,-81.3395306841,22.9026657953
7311,-81.3418944101,22.8971185212
7310,-81.3442574948,22.891571891
7309,-81.3466199381,22.8860259046
7308,-81.3489817404,22.8804805621
7307,-81.3513429017,22.8749358634
7306,-81.3537034223,22.8693918086
7305,-81.3560633023,22.8638483976
7304,-81.358422542,22.8583056305
7303,-81.3607811414,22.8527635071
7302,-81.3631391007,22.8472220276
7301,-81.3654964202,22.8416811919
7300,-81.3678531,22.836141
7299,-81.3702091403,22.8306014519
7298,-81.3725645412,22.8250625476
7297,-81.374919303,22.8195242871
7296,-81.3772734257,22.8139866703
7295,-81.3796269097,22.8084496974
7294,-81.381979755,22.8029133682
7293,-81.3843319618,22.7973776828
7292,-81.3866835303,22.7918426411
7291,-81.3890344608,22.7863082432
7290,-81.3913847532,22.780774489
7289,-81.3937344079,22.7752413786
7288,-81.396083425,22.7697089119
7287,-81.3984318047,22.7641770889
7286,-81.4007795472,22.7586459097
7285,-81.4031266526,22.7531153741
7284,-81.405473121,22.7475854823
7283,-81.4078189528,22.7420562342
7282,-81.410164148,22.7365276298
7281,-81.4125087069,22.730999669
7280,-81.4148526295,22.725472352
7279,-81.4171959162,22.7199456786
7278,-81.419538567,22.7144196489
7277,-81.4218805821,22.7088942629
7276,-81.4242219617,22.7033695206
7275,-81.426562706,22.6978454219
7274,-81.4289028151,22.6923219668
7273,-81.4312422893,22.6867991554
7272,-81.4335811287,22.6812769876
7271,-81.4359193334,22.6757554635
7270,-81.4382569038,22.670234583
7269,-81.4405938398,22.6647143461
7268,-81.4429301417,22.6591947528
7267,-81.4452658097,22.6536758032
7266,-81.447600844,22.6481574971
7265,-81.4499352447,22.6426398346
7264,-81.4522690119,22.6371228157
7263,-81.454602146,22.6316064404
7262,-81.456934647,22.6260907087
7261,-81.4592665151,22.6205756206
7260,-81.4615977505,22.615061176
7259,-81.4639283534,22.609547375
7258,-81.4662583239,22.6040342175
7257,-81.4685876622,22.5985217036
7256,-81.4709163685,22.5930098332
7255,-81.473244443,22.5874986064
7254,-81.4755718859,22.5819880231
7253,-81.4778986972,22.5764780833
7252,-81.4802248773,22.570968787
7251,-81.4825504262,22.5654601342
7250,-81.4848753441,22.559952125
7249,-81.4871996312,22.5544447592
7248,-81.4895232878,22.548938037
7247,-81.4918463138,22.5434319582
7246,-81.4941687097,22.5379265229
7245,-81.4964904754,22.5324217311
7244,-81.4988116112,22.5269175828
7243,-81.5011321172,22.5214140779
7242,-81.5034519937,22.5159112165
7241,-81.5057712408,22.5104089985
7240,-81.5080898587,22.504907424
7239,-81.5104078475,22.4994064929
7238,-81.5127252074,22.4939062053
7237,-81.5150419386,22.488406561
7236,-81.5173580413,22.4829075602
7235,-81.5196735156,22.4774092029
7234,-81.5219883618,22.4719114889
7233,-81.5243025799,22.4664144183
7232,-81.5266161702,22.4609179912
7231,-81.5289291329,22.4554222074
7230,-81.5312414681,22.449927067
7229,-81.5335531759,22.44443257
7228,-81.5358642566,22.4389387163
7227,-81.5381747103,22.4334455061
7226,-81.5404845373,22.4279529392
7225,-81.5427937376,22.4224610156
7224,-81.5451023114,22.4169697354
7223,-81.547410259,22.4114790986
7222,-81.5497175805,22.405989105
7221,-81.5520242761,22.4004997548
7220,-81.5543303459,22.395011048
7219,-81.5566357901,22.3895229844
7218,-81.5589406089,22.3840355642
7217,-81.5612448025,22.3785487873
7216,-81.563548371,22.3730626537
7215,-81.5658513146,22.3675771634
7214,-81.5681536335,22.3620923163
7213,-81.5704553279,22.3566081126
7212,-81.5727563979,22.3511245521
7211,-81.5750568437,22.3456416349
7210,-81.5773566655,22.340159361
7209,-81.5796558634,22.3346777303
7208,-81.5819544377,22.3291967429
7207,-81.5842523884,22.3237163987
7206,-81.5865497158,22.3182366978
7205,-81.5888464201,22.3127576401
7204,-81.5911425013,22.3072792257
7203,-81.5934379598,22.3018014544
7202,-81.5957327956,22.2963243264
7201,-81.598027009,22.2908478416
7200,-81.6003206,22.285372
7199,-81.6026135689,22.2798968016
7198,-81.6049059159,22.2744222464
7197,-81.6071976411,22.2689483344
7196,-81.6094887447,22.2634750655
7195,-81.6117792269,22.2580024399
7194,-81.6140690878,22.2525304574
7193,-81.6163583276,22.2470591181
7192,-81.6186469465,22.2415884219
7191,-81.6209349447,22.2361183689
7190,-81.6232223223,22.230648959
7189,-81.6255090795,22.2251801923
7188,-81.6277952164,22.2197120687
7187,-81.6300807333,22.2142445882
7186,-81.6323656304,22.2087777509
7185,-81.6346499077,22.2033115567
7184,-81.6369335655,22.1978460055
7183,-81.639216604,22.1923810975
7182,-81.6414990232,22.1869168326
7181,-81.6437808235,22.1814532108
7180,-81.6460620049,22.175990232
7179,-81.6483425676,22.1705278964
7178,-81.6506225118,22.1650662038
7177,-81.6529018377,22.1596051543
7176,-81.6551805454,22.1541447478
7175,-81.6574586352,22.1486849844
7174,-81.6597361071,22.1432258641
7173,-81.6620129614,22.1377673868
7172,-81.6642891983,22.1323095525
7171,-81.6665648178,22.1268523613
7170,-81.6688398202,22.1213958131
7169,-81.6711142057,22.1159399079
7168,-81.6733879744,22.1104846457
7167,-81.6756611265,22.1050300266
7166,-81.6779336621,22.0995760504
7165,-81.6802055815,22.0941227172
7164,-81.6824768848,22.088670027
7163,-81.6847475722,22.0832179799
7162,-81.6870176438,22.0777665756
7161,-81.6892870999,22.0723158144
7160,-81.6915559405,22.0668656961
7159,-81.6938241659,22.0614162208
7158,-81.6960917763,22.0559673884
7157,-81.6983587718,22.050519199
7156,-81.7006251525,22.0450716526
7155,-81.7028909188,22.039624749
7154,-81.7051560706,22.0341784884
7153,-81.7074206083,22.0287328707
7152,-81.7096845319,22.023287896
7151,-81.7119478417,22.0178435641
7150,-81.7142105378,22.0123998752
7149,-81.7164726203,22.0069568291
7148,-81.7187340896,22.001514426
7147,-81.7209949456,21.9960726657
7146,-81.7232551887,21.9906315483
7145,-81.725514819,21.9851910738
7144,-81.7277738366,21.9797512422
7143,-81.7300322417,21.9743120534
7142,-81.7322900345,21.9688735075
7141,-81.7345472152,21.9634356044
7140,-81.7368037839,21.9579983442
7139,-81.7390597408,21.9525617269
7138,-81.7413150861,21.9471257523
7137,-81.74356982,21.9416904206
7136,-81.7458239426,21.9362557317
7135,-81.748077454,21.9308216856
7134,-81.7503303546,21.9253882824
7133,-81.7525826444,21.9199555219
7132,-81.7548343236,21.9145234042
7131,-81.7570853923,21.9090919294
7130,-81.7593358509,21.9036610973
7129,-81.7615856993,21.898230908
7128,-81.7638349379,21.8928013614
7127,-81.7660835668,21.8873724577
7126,-81.768331586,21.8819441967
7125,-81.770578996,21.8765165784
7124,-81.7728257967,21.8710896029
7123,-81.7750719883,21.8656632702
7122,-81.7773175711,21.8602375801
7121,-81.7795625452,21.8548125328
7120,-81.7818069108,21.8493881283
7119,-81.784050668,21.8439643664
7118,-81.7862938171,21.8385412473
7117,-81.7885363582,21.8331187709
7116,-81.7907782914,21.8276969372
7115,-81.793019617,21.8222757461
7114,-81.7952603351,21.8168551978
7113,-81.7975004459,21.8114352921
7112,-81.7997399495,21.8060160292
7111,-81.8019788462,21.8005974089
7110,-81.8042171361,21.7951794312
7109,-81.8064548194,21.7897620962
7108,-81.8086918963,21.7843454039
7107,-81.8109283668,21.7789293542
7106,-81.8131642313,21.7735139472
7105,-81.8153994899,21.7680991828
7104,-81.8176341427,21.762685061
7103,-81.8198681899,21.7572715818
7102,-81.8221016318,21.7518587453
7101,-81.8243344684,21.7464465513
7100,-81.8265667,21.741035
7099,-81.8287983267,21.7356240913
7098,-81.8310293487,21.7302138251
7097,-81.8332597662,21.7248042016
7096,-81.8354895793,21.7193952206
7095,-81.8377187883,21.7139868822
7094,-81.8399473933,21.7085791863
7093,-81.8421753944,21.7031721331
7092,-81.8444027919,21.6977657223
7091,-81.8466295859,21.6923599542
7090,-81.8488557767,21.6869548285
7089,-81.8510813643,21.6815503454
7088,-81.853306349,21.6761465049
7087,-81.8555307309,21.6707433068
7086,-81.8577545103,21.6653407513
7085,-81.8599776872,21.6599388383
7084,-81.8622002619,21.6545375678
7083,-81.8644222346,21.6491369398
7082,-81.8666436054,21.6437369543
7081,-81.8688643745,21.6383376112
7080,-81.8710845421,21.6329389107
7079,-81.8733041084,21.6275408526
7078,-81.8755230735,21.622143437
7077,-81.8777414377,21.6167466639
7076,-81.879959201,21.6113505332
7075,-81.8821763638,21.6059550449
7074,-81.8843929261,21.6005601991
7073,-81.8866088882,21.5951659958
7072,-81.8888242502,21.5897724348
7071,-81.8910390123,21.5843795163
7070,-81.8932531748,21.5789872402
7069,-81.8954667377,21.5735956065
7068,-81.8976797013,21.5682046153
7067,-81.8998920658,21.5628142664
7066,-81.9021038313,21.5574245599
7065,-81.9043149981,21.5520354958
7064,-81.9065255662,21.5466470741
