15.00, 15.00, 15.00, 15.00, 15.00, 15.00, 15.00, 15.00, 15.00, 15.00, 15.00, 15.00, 15.00, 15.00, 15.00, 15.00, 15.00, 15.00, 15.00, 15.00, 15.00, 15.00
15.00, 31.05, 44.56, 54.09, 59.67, 62.36, 63.42, 63.76, 63.86, 63.89, 63.90, 63.90, 63.89, 63.86, 63.76, 63.42, 62.36, 59.67, 54.09, 44.56, 31.05, 15.00
15.00, 44.56, 69.46, 87.07, 97.45, 102.50, 104.54, 105.23, 105.46, 105.55, 105.58, 105.58, 105.55, 105.46, 105.23, 104.54, 102.50, 97.45, 87.07, 69.46, 44.56, 15.00
15.00, 54.09, 87.07, 110.47, 124.39, 131.31, 134.22, 135.31, 135.74, 135.93, 136.00, 136.00, 135.93, 135.74, 135.31, 134.22, 131.31, 124.39, 110.47, 87.07, 54.09, 15.00
15.00, 59.67, 97.45, 124.39, 140.61, 148.87, 152.56, 154.13, 154.85, 155.20, 155.36, 155.36, 155.20, 154.85, 154.13, 152.56, 148.87, 140.61, 124.39, 97.45, 59.67, 15.00
15.00, 62.36, 102.50, 131.31, 148.87, 158.10, 162.51, 164.62, 165.74, 166.36, 166.65, 166.65, 166.36, 165.74, 164.62, 162.51, 158.10, 148.87, 131.31, 102.50, 62.36, 15.00
15.00, 63.42, 104.54, 134.22, 152.56, 162.51, 167.59, 170.30, 171.92, 172.90, 173.36, 173.36, 172.90, 171.92, 170.30, 167.59, 162.51, 152.56, 134.22, 104.54, 63.42, 15.00
15.00, 63.76, 105.23, 135.31, 154.13, 164.62, 170.30, 173.63, 175.80, 177.20, 177.89, 177.89, 177.20, 175.80, 173.63, 170.30, 164.62, 154.13, 135.31, 105.23, 63.76, 15.00
15.00, 63.86, 105.46, 135.74, 154.85, 165.74, 171.92, 175.80, 178.51, 180.32, 181.25, 181.25, 180.32, 178.51, 175.80, 171.92, 165.74, 154.85, 135.74, 105.46, 63.86, 15.00
15.00, 63.89, 105.55, 135.93, 155.20, 166.36, 172.90, 177.20, 180.32, 182.48, 183.61, 183.61, 182.48, 180.32, 177.20, 172.90, 166.36, 155.20, 135.93, 105.55, 63.89, 15.00
15.00, 63.90, 105.58, 136.00, 155.36, 166.65, 173.36, 177.89, 181.25, 183.61, 184.84, 184.84, 183.61, 181.25, 177.89, 173.36, 166.65, 155.36, 136.00, 105.58, 63.90, 15.00
15.00, 63.90, 105.58, 136.00, 155.36, 166.65, 173.36, 177.89, 181.25, 183.61, 184.84, 184.84, 183.61, 181.25, 177.89, 173.36, 166.65, 155.36, 136.00, 105.58, 63.90, 15.00
15.00, 63.89, 105.55, 135.93, 155.20, 166.36, 172.90, 177.20, 180.32, 182.48, 183.61, 183.61, 182.48, 180.32, 177.20, 172.90, 166.36, 155.20, 135.93, 105.55, 63.89, 15.00
15.00, 63.86, 105.46, 135.74, 154.85, 165.74, 171.92, 175.80, 178.51, 180.32, 181.25, 181.25, 180.32, 178.51, 175.80, 171.92, 165.74, 154.85, 135.74, 105.46, 63.86, 15.00
15.00, 63.76, 105.23, 135.31, 154.13, 164.62, 170.30, 173.63, 175.80, 177.20, 177.89, 177.89, 177.20, 175.80, 173.63, 170.30, 164.62, 154.13, 135.31, 105.23, 63.76, 15.00
15.00, 63.42, 104.54, 134.22, 152.56, 162.51, 167.59, 170.30, 171.92, 172.90, 173.36, 173.36, 172.90, 171.92, 170.30, 167.59, 162.51, 152.56, 134.22, 104.54, 63.42, 15.00
15.00, 62.36, 102.50, 131.31, 148.87, 158.10, 162.51, 164.62, 165.74, 166.36, 166.65, 166.65, 166.36, 165.74, 164.62, 162.51, 158.10, 148.87, 131.31, 102.50, 62.36, 15.00
15.00, 59.67, 97.45, 124.39, 140.61, 148.87, 152.56, 154.13, 154.85, 155.20, 155.36, 155.36, 155.20, 154.85, 154.13, 152.56, 148.87, 140.61, 124.39, 97.45, 59.67, 15.00
15.00, 54.09, 87.07, 110.47, 124.39, 131.31, 134.22, 135.31, 135.74, 135.93, 136.00, 136.00, 135.93, 135.74, 135.31, 134.22, 131.31, 124.39, 110.47, 87.07, 54.09, 15.00
15.00, 44.56, 69.46, 87.07, 97.45, 102.50, 104.54, 105.23, 105.46, 105.55, 105.58, 105.58, 105.55, 105.46, 105.23, 104.54, 102.50, 97.45, 87.07, 69.46, 44.56, 15.00
15.00, 31.05, 44.56, 54.09, 59.67, 62.36, 63.42, 63.76, 63.86, 63.89, 63.90, 63.90, 63.89, 63.86, 63.76, 63.42, 62.36, 59.67, 54.09, 44.56, 31.05, 15.00
15.00, 15.00, 15.00, 15.00, 15.00, 15.00, 15.00, 15.00, 15.00, 15.00, 15.00, 15.00, 15.00, 15.00, 15.00, 15.00, 15.00, 15.00, 15.00, 15.00, 15.00, 15.00
